"Player","Season","Team","Position","GP","TOI","G","A1","A2","Points","iSF","iFF","iCF","ixG","Sh%","FSh%","xFSh%","iBLK","GIVE","TAKE","iHF","iHA","iPENT2","iPEND2","iPENT5","iPEND5","iPEN±","FOW","FOL","FO±"
"Dominik Kahun","19-20","BUF/PIT","C",56,743.88,12,12,7,31,87,99,122,6.74,13.79,12.12,6.81,22,9,18,5,42,4,6,0,0,2,29,31,-2
"Dominik Kahun","20-21","EDM","C",48,615.37,9,4,2,15,69,92,112,6.78,13.04,9.78,7.37,12,16,11,13,28,1,4,0,0,3,16,14,2
"Dominik Kubalik","19-20","CHI","L",68,977.47,30,10,6,46,157,212,270,19.52,19.11,14.15,9.21,17,25,23,79,50,8,8,0,0,0,6,13,-7
"Dominik Kubalik","20-21","CHI","L",56,868.95,17,11,10,38,156,192,260,14.46,10.9,8.85,7.53,17,19,12,57,35,9,9,0,0,0,0,3,-3
"Dominik Kubalik","21-22","CHI","L",78,1132.63,15,3,13,31,161,220,285,17.87,9.32,6.82,8.12,28,25,18,93,49,8,13,0,0,5,8,12,-4
"Dominik Simon","19-20","PIT","C",64,922.07,7,8,7,22,102,140,180,9.5,6.86,5,6.79,20,31,41,57,71,6,8,0,0,2,15,27,-12
"Dominik Simon","20-21","CGY","C",11,105.65,0,0,0,0,4,5,11,0.4,0,0,8,4,4,0,12,6,0,3,0,0,3,3,7,-4
"Dominik Simon","21-22","ANA/PIT","C",72,740.59,3,7,3,13,88,114,138,7.52,3.41,2.63,6.6,38,20,22,72,84,12,13,0,0,1,9,12,-3
"Dougie Hamilton","19-20","CAR","D",47,1094.35,14,14,12,40,170,241,339,10.84,8.24,5.81,4.5,63,40,22,52,27,16,5,0,0,-11,0,0,0
"Dougie Hamilton","20-21","CAR","D",55,1249.72,10,16,16,42,180,253,362,9.38,5.56,3.95,3.71,64,44,19,52,42,15,3,1,1,-12,0,0,0
"Dougie Hamilton","21-22","N.J","D",62,1315.88,9,10,11,30,197,285,402,10.84,4.57,3.16,3.8,92,54,20,87,51,17,5,0,0,-12,0,0,0
"Drake Batherson","19-20","OTT","C",23,357.95,3,3,4,10,32,52,65,2.79,9.38,5.77,5.37,11,5,5,51,26,4,4,1,1,0,4,3,1
"Drake Batherson","20-21","OTT","C",56,922.53,17,12,5,34,111,170,212,13.83,15.32,10,8.14,29,25,15,102,71,4,10,0,0,6,5,8,-3
"Drake Batherson","21-22","OTT","C/R",46,870.72,17,19,8,44,111,149,189,12.52,15.32,11.41,8.4,15,30,21,89,52,11,7,0,0,-4,18,25,-7
"Drake Caggiula","19-20","CHI","C",40,472.62,9,5,1,15,56,74,85,6.91,16.07,12.16,9.34,16,5,19,81,41,11,10,2,2,-1,4,10,-6
"Drake Caggiula","20-21","ARI/BUF","C",38,471.3,3,4,3,10,46,62,78,4.84,6.52,4.84,7.81,9,10,9,64,28,7,6,1,1,-1,5,8,-3
"Drake Caggiula","21-22","BUF","C",18,263.45,2,3,0,5,23,31,37,1.84,8.7,6.45,5.94,7,2,6,17,17,2,3,0,0,1,1,3,-2
"Drew Doughty","19-20","L.A","D",67,1730.18,7,12,16,35,141,202,301,8.65,4.96,3.47,4.28,87,82,15,106,97,19,8,0,0,-11,0,0,0
"Drew Doughty","20-21","L.A","D",56,1477.33,8,12,14,34,101,149,235,6.64,7.92,5.37,4.46,83,40,8,91,87,13,8,0,0,-5,0,0,0
"Drew Doughty","21-22","L.A","D",39,1003.92,7,10,14,31,99,127,183,5.45,7.07,5.51,4.29,53,24,9,60,77,16,4,0,2,-10,0,0,0
"Drew O'Connor","20-21","PIT","L",10,89.53,0,0,1,1,8,13,16,0.75,0,0,5.77,2,3,2,6,9,1,1,0,0,0,1,1,0
"Drew O'Connor","21-22","PIT","L",22,226.23,3,1,1,5,40,54,62,3.77,7.5,5.56,6.98,7,5,9,12,36,2,2,0,0,0,18,34,-16
"Dryden Hunt","19-20","FLA","L",21,220.35,0,2,2,4,33,40,48,2.07,0,0,5.18,7,4,4,37,24,7,3,0,0,-4,0,0,0
"Dryden Hunt","20-21","ARI","L",26,311.28,3,3,2,8,39,53,66,3.3,7.69,5.66,6.23,5,7,4,94,43,2,5,0,0,3,4,9,-5
"Dryden Hunt","21-22","NYR","L",76,933.87,6,6,4,16,94,142,177,11,6.38,4.23,7.75,17,20,21,153,106,16,19,2,1,2,5,15,-10
"Duncan Keith","19-20","CHI","D",61,1487.52,3,9,14,26,111,154,256,4.53,2.7,1.95,2.94,117,74,42,26,64,10,1,0,0,-9,0,0,0
"Duncan Keith","20-21","CHI","D",54,1264.12,4,7,4,15,110,134,199,4.3,3.64,2.99,3.21,91,63,28,33,63,15,0,0,0,-15,0,0,0
"Duncan Keith","21-22","EDM","D",64,1261.97,1,10,10,21,79,112,175,3.23,1.27,0.89,2.88,114,64,36,22,60,11,2,0,0,-9,0,0,0
"Dustin Brown","19-20","L.A","L",66,1214.83,17,12,6,35,169,235,292,18.63,10.06,7.23,7.93,15,35,28,143,88,11,15,0,0,4,7,9,-2
"Dustin Brown","20-21","L.A","L",49,863.43,17,9,5,31,129,168,207,15.56,13.18,10.12,9.26,10,31,11,85,57,9,15,0,0,6,2,2,0
"Dustin Brown","21-22","L.A","L/R",64,943.28,9,9,10,28,146,196,238,15.24,6.16,4.59,7.78,20,19,13,88,71,10,14,0,0,4,2,8,-6
"Dylan Coghlan","20-21","VGK","D",29,391.15,3,1,2,6,31,44,75,1.53,9.68,6.82,3.48,16,4,5,29,35,1,1,0,0,0,0,1,-1
"Dylan Coghlan","21-22","VGK","D",59,837.82,3,4,6,13,108,157,218,4.22,2.78,1.91,2.69,61,28,20,62,72,9,7,0,0,-2,0,0,0
"Dylan Cozens","20-21","BUF","C",41,588.6,4,8,1,13,62,80,102,6.13,6.45,5,7.66,11,20,13,30,50,3,7,2,2,4,96,106,-10
"Dylan Cozens","21-22","BUF","C",79,1255.8,13,14,11,38,160,210,265,16.5,8.12,6.19,7.86,22,30,33,35,83,16,20,1,1,4,383,457,-74
"Dylan Demelo","19-20","OTT/WPG","D",59,1188.44,0,6,4,10,74,101,147,1.99,0,0,1.97,77,42,9,105,116,16,8,1,1,-8,0,0,0
"Dylan Demelo","20-21","WPG","D",52,882.48,0,5,4,9,44,63,89,1.6,0,0,2.54,58,48,9,76,89,10,3,0,0,-7,0,0,0
"Dylan Demelo","21-22","WPG","D",76,1405.93,1,6,6,13,78,98,141,3.21,1.28,1.02,3.28,108,49,17,113,113,14,7,0,1,-6,0,0,0
"Dylan Gambrell","19-20","S.J","C",50,597.55,5,2,4,11,43,63,85,4.98,11.63,7.94,7.9,29,17,11,40,89,6,1,1,1,-5,170,200,-30
"Dylan Gambrell","20-21","S.J","C",49,785.4,5,2,5,12,48,78,97,6.17,10.42,6.41,7.91,54,13,9,77,67,4,7,1,1,3,279,358,-79
"Dylan Gambrell","21-22","OTT","C",63,764.58,3,2,2,7,58,90,102,6.55,5.17,3.33,7.28,39,13,11,103,111,6,6,0,0,0,295,309,-14
"Dylan Larkin","19-20","DET","C",71,1507.75,19,17,17,53,223,290,385,21.07,8.52,6.55,7.27,45,81,43,52,60,17,25,1,1,8,714,648,66
"Dylan Larkin","20-21","DET","C",44,897.7,9,11,3,23,134,176,223,13.34,6.72,5.11,7.58,17,38,21,38,45,12,14,2,2,2,361,369,-8
"Dylan Larkin","21-22","DET","C",71,1395.68,31,26,12,69,211,280,384,21.77,14.69,11.07,7.78,28,42,38,76,66,16,21,1,1,5,632,573,59
"Dylan McIlrath","19-20","DET","D",16,237.12,0,0,0,0,14,21,33,0.44,0,0,2.1,12,8,4,48,21,9,0,1,1,-9,0,0,0
"Dylan Samberg","21-22","WPG","D",15,222.8,0,1,4,5,14,23,28,0.46,0,0,2,19,11,6,21,24,2,1,0,0,-1,0,0,0
"Dylan Sikura","19-20","CHI","C",9,89.08,1,1,1,3,10,12,12,0.78,10,8.33,6.5,2,0,2,0,7,0,0,0,0,0,0,3,-3
"Dylan Sikura","20-21","VGK","C",6,61.47,2,0,0,2,8,8,11,0.41,25,25,5.12,1,0,5,3,5,0,2,0,0,2,0,0,0
"Dylan Strome","19-20","CHI","C",58,924.52,12,16,10,38,97,124,147,11.48,12.37,9.68,9.26,29,26,30,23,60,9,10,0,0,1,276,304,-28
"Dylan Strome","20-21","CHI","C",40,620.53,9,6,2,17,71,90,112,9.01,12.68,10,10.01,19,20,17,8,49,7,3,0,0,-4,198,223,-25
"Dylan Strome","21-22","CHI","C",69,1203.4,22,12,14,48,126,156,183,13.75,17.46,14.1,8.81,33,22,47,11,65,14,11,0,0,-3,460,420,40
"Dysin Mayo","21-22","ARI","D",67,1400.97,4,2,6,12,76,106,158,2.55,5.26,3.77,2.41,133,39,14,129,80,11,5,1,1,-6,0,0,0
"Eeli Tolvanen","20-21","NSH","R",40,592.28,11,3,8,22,65,94,137,5.21,16.92,11.7,5.54,16,5,8,78,34,2,4,0,0,2,1,5,-4
"Eeli Tolvanen","21-22","NSH","R",75,1007.08,11,6,6,23,151,209,266,13.29,7.28,5.26,6.36,45,21,15,176,68,8,11,0,0,3,0,1,-1
"Eetu Luostarinen","19-20","CAR","C",8,79.85,0,1,0,1,9,11,12,0.52,0,0,4.73,2,1,2,9,15,0,3,0,0,3,33,30,3
"Eetu Luostarinen","20-21","FLA","C",44,578.02,3,1,4,8,34,48,63,3.79,8.82,6.25,7.9,25,11,25,55,58,6,13,0,0,7,191,207,-16
"Eetu Luostarinen","21-22","FLA","C",78,1047.62,9,10,7,26,84,110,153,10.37,10.71,8.18,9.43,46,27,38,103,135,6,14,0,0,8,321,481,-160
"Egor Sokolov","21-22","OTT","L",8,82.97,0,0,0,0,8,11,14,0.86,0,0,7.82,4,0,1,13,11,2,0,0,0,-2,0,0,0
"Egor Zamula","21-22","PHI","D",10,163.47,0,0,0,0,4,6,11,0.19,0,0,3.17,19,8,3,5,9,2,0,0,0,-2,0,0,0
"Elias Lindholm","19-20","CGY","C",70,1380.5,29,14,11,54,169,215,271,17.98,17.16,13.49,8.36,41,33,38,93,41,11,11,0,1,1,395,406,-11
"Elias Lindholm","20-21","CGY","C",56,1114.1,19,12,16,47,130,157,202,14,14.62,12.1,8.92,34,26,30,53,37,11,13,0,0,2,509,482,27
"Elias Lindholm","21-22","CGY","C",82,1636.23,42,24,16,82,236,310,381,29.3,17.8,13.55,9.45,52,41,55,66,62,11,14,0,0,3,842,750,92
"Elias Pettersson","19-20","VAN","C",68,1260.12,27,26,13,66,162,250,328,18.95,16.67,10.8,7.58,42,33,36,63,64,9,31,0,0,22,59,82,-23
"Elias Pettersson","20-21","VAN","C",26,482.78,10,5,6,21,63,95,126,8.29,15.87,10.53,8.73,9,13,11,11,34,3,13,0,0,10,63,77,-14
"Elias Pettersson","21-22","VAN","C",80,1486.1,32,20,15,67,191,289,386,24.33,16.75,11.07,8.42,43,39,56,49,110,6,30,0,0,24,238,303,-65
"Emil Bemstrom","19-20","CBJ","C",56,687.05,10,8,2,20,97,122,149,7.86,10.31,8.2,6.44,17,16,10,52,71,4,4,0,0,0,4,9,-5
"Emil Bemstrom","20-21","CBJ","C",20,257.12,3,1,1,5,28,42,54,3.14,10.71,7.14,7.48,8,5,2,15,24,0,1,0,0,1,0,0,0
"Emil Bemstrom","21-22","CBJ","C",41,431.33,6,2,3,11,62,84,105,5.64,9.68,7.14,6.71,6,5,11,36,27,2,3,0,0,1,2,2,0
"Eric Robinson","19-20","CBJ","L",50,547.53,7,3,2,12,69,93,118,6.12,10.14,7.53,6.58,15,11,13,79,65,6,7,0,0,1,4,7,-3
"Eric Robinson","20-21","CBJ","L",56,694.07,8,8,2,18,75,106,137,8.17,10.67,7.55,7.71,16,18,15,94,44,2,4,0,0,2,3,3,0
"Eric Robinson","21-22","CBJ","L",67,930.77,10,10,7,27,104,136,187,11.31,9.62,7.35,8.32,20,12,30,95,77,9,8,0,0,-1,2,2,0
"Eric Staal","19-20","MIN","C",66,1130.88,19,20,8,47,113,169,232,14.56,16.81,11.24,8.62,22,46,25,24,43,9,11,0,0,2,495,504,-9
"Eric Staal","20-21","BUF/MTL","C",53,780.18,5,4,4,13,82,111,145,9.03,6.1,4.5,8.14,15,24,17,23,36,5,2,0,0,-3,268,279,-11
"Erik Brannstrom","19-20","OTT","D",31,460.12,0,3,1,4,38,53,90,1.86,0,0,3.51,36,20,5,15,45,8,6,0,0,-2,0,0,0
"Erik Brannstrom","20-21","OTT","D",30,490.73,2,5,6,13,42,57,93,1.83,4.76,3.51,3.21,18,31,8,26,63,10,6,1,1,-4,0,0,0
"Erik Brannstrom","21-22","OTT","D",53,1048,0,7,7,14,86,115,168,3.59,0,0,3.12,59,36,10,39,107,15,6,0,0,-9,0,0,0
"Erik Cernak","19-20","T.B","D",67,1269.65,5,2,5,12,125,160,206,4.75,4,3.12,2.97,97,28,18,172,127,17,9,1,1,-8,0,0,0
"Erik Cernak","20-21","T.B","D",46,910.08,5,10,3,18,85,116,163,3.05,5.88,4.31,2.63,46,10,6,98,77,14,7,2,2,-7,0,0,0
"Erik Cernak","21-22","T.B","D",55,1053.42,1,7,5,13,86,127,176,2.91,1.16,0.79,2.29,73,17,21,165,91,18,16,2,2,-2,0,0,0
"Erik Gudbranson","19-20","ANA/PIT","D",51,987.56,4,3,2,9,78,113,163,2.34,5.13,3.54,2.07,58,33,0,89,86,15,5,3,3,-10,0,0,0
"Erik Gudbranson","20-21","NSH/OTT","D",45,805.88,1,1,2,4,58,77,121,1.79,1.72,1.3,2.32,64,33,6,111,85,17,11,3,3,-6,0,0,0
"Erik Gudbranson","21-22","CGY","D",78,1414.15,6,5,6,17,129,181,268,3.91,4.65,3.31,2.16,92,42,20,145,164,19,8,6,6,-11,0,0,0
"Erik Gustafsson (D)","19-20","CGY/CHI","D",66,1345.17,6,11,12,29,103,158,253,6.14,5.83,3.8,3.89,58,58,21,86,105,11,6,1,1,-5,0,0,0
"Erik Gustafsson (D)","20-21","MTL/PHI","D",29,484.67,1,6,5,12,33,55,93,1.4,3.03,1.82,2.55,21,22,7,21,47,0,2,0,0,2,0,0,0
"Erik Gustafsson (D)","21-22","CHI","D",59,956.8,2,9,7,18,78,112,172,3.34,2.56,1.79,2.98,55,39,10,45,73,7,2,0,0,-5,0,0,0
"Erik Haula","19-20","CAR/FLA","L",48,759.86,12,4,8,24,92,134,154,13.91,13.04,8.96,10.38,15,29,21,27,67,11,7,0,0,-4,381,323,58
"Erik Haula","20-21","NSH","L",51,816.15,9,8,4,21,85,122,143,12.41,10.59,7.38,10.17,23,17,18,63,39,7,9,0,0,2,270,220,50
"Erik Haula","21-22","BOS","L",78,1176.3,18,14,12,44,141,184,217,14.32,12.77,9.78,7.78,36,21,25,129,70,21,14,1,1,-7,434,372,62
"Erik Johnson","19-20","COL","D",59,1241.78,3,6,7,16,99,139,203,5.24,3.03,2.16,3.77,115,27,32,97,72,10,2,0,0,-8,0,0,0
"Erik Johnson","20-21","COL","D",4,53.7,0,1,0,1,5,5,8,0.13,0,0,2.6,5,3,1,7,2,1,0,0,0,-1,0,0,0
"Erik Johnson","21-22","COL","D",77,1331.05,8,7,10,25,139,175,260,5.55,5.76,4.57,3.17,135,29,35,165,77,12,4,0,0,-8,0,0,0
"Erik Karlsson","19-20","S.J","D",56,1373.28,6,20,14,40,121,164,245,4.9,4.96,3.66,2.99,74,68,52,26,57,9,10,0,0,1,0,0,0
"Erik Karlsson","20-21","S.J","D",52,1226.82,8,7,7,22,110,159,239,6.31,7.27,5.03,3.97,69,47,39,20,58,9,10,0,0,1,0,0,0
"Erik Karlsson","21-22","S.J","D",50,1173.22,10,13,12,35,117,170,248,6.79,8.55,5.88,3.99,45,63,52,18,68,7,12,0,0,5,0,0,0
"Esa Lindell","19-20","DAL","D",69,1614.52,3,10,10,23,98,131,201,5.96,3.06,2.29,4.55,127,62,31,89,100,6,8,0,0,2,0,0,0
"Esa Lindell","20-21","DAL","D",56,1298.12,5,6,5,16,100,137,184,4.08,5,3.65,2.98,104,42,9,114,111,7,3,1,1,-4,0,0,0
"Esa Lindell","21-22","DAL","D",76,1675.43,4,13,8,25,136,159,211,4.3,2.94,2.52,2.7,148,55,20,111,110,6,10,0,0,4,0,1,-1
"Ethan Bear","19-20","EDM","D",71,1559.7,5,7,9,21,99,125,181,3.42,5.05,4,2.74,106,84,44,59,97,15,12,1,1,-3,0,0,0
"Ethan Bear","20-21","EDM","D",43,772.35,2,2,4,8,53,69,100,1.86,3.77,2.9,2.7,55,41,13,31,78,7,9,0,0,2,0,0,0
"Ethan Bear","21-22","CAR","D",58,932.65,5,6,3,14,97,129,186,4.3,5.15,3.88,3.33,41,28,16,55,90,10,3,0,0,-7,0,0,0
"Ethan Prow","21-22","BUF","D",4,50.95,1,0,0,1,2,2,3,0.24,50,50,12,3,2,0,2,5,0,0,0,0,0,0,0,0
"Evan Bouchard","20-21","EDM","D",14,207.68,2,1,2,5,38,49,69,1.24,5.26,4.08,2.53,11,10,4,11,9,1,1,0,0,0,0,0,0
"Evan Bouchard","21-22","EDM","D",81,1603.82,12,12,19,43,205,278,400,9.08,5.85,4.32,3.27,112,79,37,80,86,14,10,0,0,-4,0,0,0
"Evan Rodrigues","19-20","BUF/PIT","C",45,507.88,6,1,3,10,75,93,112,6.44,8,6.45,6.92,15,13,14,24,47,7,12,0,0,5,120,137,-17
"Evan Rodrigues","20-21","PIT","C",35,493.67,7,5,2,14,65,82,110,5.49,10.77,8.54,6.7,10,15,15,21,63,3,6,0,0,3,54,74,-20
"Evan Rodrigues","21-22","PIT","C",82,1298.63,19,15,9,43,244,310,393,24.12,7.79,6.13,7.78,30,32,33,89,123,8,17,0,0,9,183,203,-20
"Evander Kane","19-20","S.J","L",64,1250.47,26,14,7,47,216,281,347,26.14,12.04,9.25,9.3,25,51,45,135,110,31,13,4,4,-18,106,95,11
"Evander Kane","20-21","S.J","L",56,1131.03,22,19,8,49,194,255,322,21.53,11.34,8.63,8.44,22,33,30,97,67,21,18,0,0,-3,23,34,-11
"Evander Kane","21-22","EDM","L",43,836.37,22,8,8,38,152,206,260,19.25,14.47,10.68,9.34,11,27,16,135,79,25,14,0,0,-11,9,11,-2
"Evgeni Malkin","19-20","PIT","C",55,1073.67,25,27,22,74,171,227,294,19.67,14.62,11.01,8.67,22,69,70,38,88,29,21,0,0,-8,441,435,6
"Evgeni Malkin","20-21","PIT","C",33,585.45,8,8,12,28,72,92,126,6.06,11.11,8.7,6.59,12,34,26,18,55,7,8,0,0,1,152,206,-54
"Evgeni Malkin","21-22","PIT","C",41,751.52,20,10,12,42,129,158,203,14.4,15.5,12.66,9.11,18,48,41,21,46,12,13,0,0,1,164,212,-48
"Evgeny Dadonov","19-20","FLA","R",69,1180.27,25,13,9,47,167,214,275,21.97,14.97,11.68,10.27,24,40,29,29,103,5,12,0,0,7,0,0,0
"Evgeny Dadonov","20-21","OTT","R",55,856.83,13,5,2,20,89,132,163,10.87,14.61,9.85,8.23,26,25,17,38,53,2,8,0,0,6,0,1,-1
"Evgeny Dadonov","21-22","VGK","R",78,1233.25,20,17,6,43,177,232,300,20.47,11.3,8.62,8.82,25,30,17,65,128,9,12,0,0,3,1,4,-3
"Evgeny Kuznetsov","19-20","WSH","C",63,1124.03,19,20,13,52,129,165,187,14.41,14.73,11.52,8.73,16,45,22,35,28,20,18,0,0,-2,348,455,-107
"Evgeny Kuznetsov","20-21","WSH","C",41,679.45,9,13,7,29,78,102,122,7.29,11.54,8.82,7.15,18,19,16,21,18,9,5,0,0,-4,204,289,-85
"Evgeny Kuznetsov","21-22","WSH","C",79,1602.32,24,34,20,78,208,289,345,23.88,11.54,8.3,8.26,25,51,54,42,48,17,22,0,0,5,504,662,-158
"Evgeny Svechnikov","20-21","DET","L",21,248.18,3,3,2,8,21,28,35,3.11,14.29,10.71,11.11,6,9,2,20,23,5,0,0,0,-5,1,2,-1
"Evgeny Svechnikov","21-22","WPG","L",72,774.37,7,5,7,19,78,99,123,7.19,8.97,7.07,7.26,22,28,24,104,68,14,7,0,1,-6,3,4,-1
"Fabian Zetterlund","21-22","N.J","L",14,186.8,3,3,2,8,36,44,50,3.65,8.33,6.82,8.3,7,1,3,16,19,0,0,0,0,0,2,1,1
"Filip Chlapik","19-20","OTT","C",31,271.87,3,1,2,6,27,42,51,2.13,11.11,7.14,5.07,11,6,8,71,40,5,1,0,0,-4,12,19,-7
"Filip Chytil","19-20","NYR","C",60,890.45,14,6,3,23,114,151,175,12.4,12.28,9.27,8.21,31,33,33,13,86,5,3,0,0,-2,198,317,-119
"Filip Chytil","20-21","NYR","C",42,555.45,8,8,6,22,76,102,123,7.33,10.53,7.84,7.19,19,25,23,15,51,5,7,0,0,2,130,174,-44
"Filip Chytil","21-22","NYR","C",67,882.77,8,8,6,22,135,188,231,14.21,5.93,4.26,7.56,27,28,23,24,75,7,12,0,0,5,135,176,-41
"Filip Forsberg","19-20","NSH","L",63,1093.08,21,20,7,48,198,272,366,20.56,10.61,7.72,7.56,27,45,58,82,69,14,9,1,1,-5,1,2,-1
"Filip Forsberg","20-21","NSH","L",39,713.37,12,9,11,32,129,177,213,10.83,9.3,6.78,6.12,14,21,22,47,31,8,9,0,0,1,3,5,-2
"Filip Forsberg","21-22","NSH","L",69,1248.92,42,27,15,84,226,333,424,26.68,18.58,12.61,8.01,48,56,53,112,59,11,24,0,0,13,1,0,1
"Filip Hronek","19-20","DET","D",65,1553.23,9,10,12,31,125,178,257,8.26,7.2,5.06,4.64,74,76,18,105,78,14,12,2,2,-2,0,0,0
"Filip Hronek","20-21","DET","D",56,1309.62,2,6,18,26,114,159,225,6.07,1.75,1.26,3.82,46,31,7,67,70,8,11,0,0,3,0,0,0
"Filip Hronek","21-22","DET","D",78,1717.92,5,18,15,38,133,192,279,6.87,3.76,2.6,3.58,81,46,16,70,97,13,19,0,0,6,0,0,0
"Filip Zadina","19-20","DET","R",28,424.85,8,4,3,15,60,81,107,5.39,13.33,9.88,6.65,10,17,12,11,19,1,3,0,0,2,1,0,1
"Filip Zadina","20-21","DET","R",49,823.48,6,8,5,19,97,123,169,9.08,6.19,4.88,7.38,22,17,17,22,46,0,11,0,0,11,5,10,-5
"Filip Zadina","21-22","DET","R",74,1049.98,10,5,9,24,154,207,284,14.95,6.49,4.83,7.22,34,30,24,57,64,5,15,0,0,10,5,5,0
"Frank Vatrano","19-20","FLA","C",69,1036.17,16,9,9,34,162,199,238,15.74,9.88,8.04,7.91,43,18,32,102,69,15,23,0,0,8,12,28,-16
"Frank Vatrano","20-21","FLA","C",56,812.92,18,3,5,26,158,207,245,16.3,11.39,8.7,7.87,21,18,23,69,75,13,9,0,0,-4,4,16,-12
"Frank Vatrano","21-22","FLA/NYR","C",71,934.3,18,10,4,32,161,209,266,14.6,11.18,8.61,6.99,26,27,22,68,87,11,9,0,0,-2,12,13,-1
"Frans Nielsen","19-20","DET","C",60,821,4,3,2,9,86,108,128,7.74,4.65,3.7,7.17,35,15,11,44,74,4,6,0,0,2,210,246,-36
"Frans Nielsen","20-21","DET","C",29,351.92,1,3,2,6,24,34,37,2.8,4.17,2.94,8.24,12,4,7,23,22,0,4,0,0,4,21,19,2
"Frederick Gaudreau","20-21","PIT","C",19,248.22,2,3,5,10,20,28,35,2.03,10,7.14,7.25,9,4,14,9,22,1,0,0,0,-1,87,75,12
"Frederick Gaudreau","21-22","MIN","C",76,1240.55,14,15,15,44,132,179,227,12.56,10.61,7.82,7.02,43,25,38,48,69,4,11,0,0,7,462,461,1
"Frederik Gauthier","19-20","TOR","C",61,572.67,7,3,2,12,42,50,63,4.2,16.67,14,8.4,23,13,7,66,71,5,8,0,0,3,208,172,36
"Frederik Gauthier","21-22","N.J","C",8,88.77,0,0,0,0,4,4,5,0.14,0,0,3.5,3,3,0,16,8,0,0,0,0,0,33,42,-9
"Fredrik Claesson","19-20","N.J","D",5,72.43,1,1,0,2,1,1,2,0.04,100,100,4,7,1,1,5,5,0,0,0,0,0,0,0,0
"Fredrik Claesson","20-21","S.J/T.B","D",6,74.31,0,0,0,0,4,6,7,0.08,0,0,1.33,7,7,0,10,9,1,0,0,0,-1,0,0,0
"Fredrik Claesson","21-22","T.B","D",9,88.78,0,0,0,0,4,7,11,0.09,0,0,1.29,6,3,1,12,14,0,0,0,0,0,0,0,0
"Fredrik Handemark","20-21","S.J","C",8,75.63,1,0,0,1,5,6,8,0.86,20,16.67,14.33,1,3,2,14,11,1,0,0,0,-1,29,30,-1
"Gabriel Bourque","19-20","WPG","L",52,447.35,2,1,3,6,33,53,63,2.52,6.06,3.77,4.75,40,14,5,125,65,2,2,1,1,0,2,3,-1
"Gabriel Carlsson","19-20","CBJ","D",6,65.27,0,0,0,0,3,4,7,0.06,0,0,1.5,0,3,0,5,4,1,0,0,0,-1,0,0,0
"Gabriel Carlsson","20-21","CBJ","D",14,206.98,1,0,3,4,14,19,28,0.39,7.14,5.26,2.05,12,2,4,11,20,2,1,0,0,-1,0,0,0
"Gabriel Carlsson","21-22","CBJ","D",38,466.13,2,3,4,9,18,22,38,0.71,11.11,9.09,3.23,33,4,7,27,38,5,5,0,0,0,0,0,0
"Gabriel Fortier","21-22","T.B","L",10,92.98,1,0,0,1,14,16,21,1.2,7.14,6.25,7.5,5,3,1,24,19,2,3,0,0,1,1,0,1
"Gabriel Landeskog","19-20","COL","L",54,1081.58,21,15,8,44,145,213,254,22.43,14.48,9.86,10.53,35,25,39,86,93,21,14,1,1,-7,274,212,62
"Gabriel Landeskog","20-21","COL","L",54,1077.68,20,12,20,52,155,219,271,21.33,12.9,9.13,9.74,28,35,16,81,76,18,16,0,0,-2,288,221,67
"Gabriel Landeskog","21-22","COL","L",51,1036.2,30,16,13,59,150,194,251,23.49,20,15.46,12.11,34,29,17,94,61,19,11,4,3,-9,240,198,42
"Gabriel Vilardi","19-20","L.A","C",10,128.5,3,2,2,7,19,24,29,1.78,15.79,12.5,7.42,4,0,1,1,8,2,4,0,0,2,49,43,6
"Gabriel Vilardi","20-21","L.A","C",54,796.58,10,7,6,23,65,91,116,9.65,15.38,10.99,10.6,19,14,13,18,58,3,17,0,0,14,291,343,-52
"Gabriel Vilardi","21-22","L.A","C",25,337.85,5,1,1,7,41,52,60,4.14,12.2,9.62,7.96,9,5,6,6,36,4,6,0,0,2,60,71,-11
"Gaetan Haas","19-20","EDM","C",58,562.48,5,3,2,10,54,73,94,5.2,9.26,6.85,7.12,28,22,22,58,86,4,14,0,0,10,172,236,-64
"Gaetan Haas","20-21","EDM","C",34,385.88,2,1,0,3,24,34,50,2.55,8.33,5.88,7.5,29,10,9,31,46,5,4,0,0,-1,139,167,-28
"Garnet Hathaway","19-20","WSH","R",66,711.32,9,5,2,16,80,108,139,10.9,11.25,8.33,10.09,46,16,21,189,93,17,28,5,5,11,9,20,-11
"Garnet Hathaway","20-21","WSH","R",56,689.92,6,7,5,18,62,88,106,7.33,9.68,6.82,8.33,30,10,10,179,77,13,12,4,3,-2,10,14,-4
"Garnet Hathaway","21-22","WSH","R",76,1017.52,14,4,8,26,124,159,197,14.03,11.29,8.81,8.82,62,20,23,250,125,26,30,1,1,4,10,18,-8
"Gavin Bayreuther","20-21","CBJ","D",9,138.48,1,0,0,1,16,23,32,0.48,6.25,4.35,2.09,4,0,5,12,15,1,1,1,1,0,0,0,0
"Gavin Bayreuther","21-22","CBJ","D",43,561.42,0,3,5,8,44,65,85,1.32,0,0,2.03,45,12,12,50,70,6,4,2,2,-2,0,0,0
"Gemel Smith","20-21","T.B","C",5,50.22,0,2,1,3,0,1,1,0.1,0,0,10,1,1,1,6,5,3,1,1,1,-2,17,23,-6
